2025-01-01 17:17:02,0
2025-01-01 17:17:28,0
2025-01-04 23:53:09,0
2025-01-19 21:36:51,0
2025-01-24 16:32:05,89
2025-01-24 23:34:07,0
2025-01-25 11:28:45,86
2025-01-25 11:32:37,90
2025-01-25 11:33:20,87
2025-01-25 11:34:02,88
2025-01-25 11:34:44,87
2025-01-25 11:35:27,88
2025-01-25 11:36:09,88
2025-01-25 11:36:52,89
2025-01-25 11:37:35,90
2025-01-25 11:38:17,90
2025-01-25 11:38:59,90
2025-01-25 11:39:42,92
2025-01-25 11:40:25,92
2025-01-25 11:41:07,92
2025-01-25 11:41:46,90
2025-01-25 11:42:33,88
2025-01-25 11:43:16,90
2025-01-25 11:43:59,91
2025-01-25 11:44:42,90
2025-01-25 11:45:25,90
2025-01-25 11:46:07,88
2025-01-25 11:46:47,89
2025-01-25 11:47:30,90
2025-01-25 11:48:12,89
2025-01-25 11:48:59,84
2025-01-25 11:49:42,83
2025-01-25 11:50:25,85
2025-01-25 11:51:07,84
2025-01-25 11:51:50,86
2025-01-25 11:52:35,85
2025-01-25 11:53:18,80
2025-01-25 11:54:00,82
2025-01-25 11:54:43,83
2025-01-25 11:55:26,86
2025-01-25 11:56:08,90
2025-01-25 11:56:51,94
2025-01-25 11:57:33,92
2025-01-25 11:58:16,88
2025-01-25 11:58:59,87
2025-01-25 11:59:42,88
2025-01-25 12:00:25,85
2025-01-25 12:01:07,86
2025-01-25 12:01:50,88
2025-01-25 12:02:32,86
2025-01-25 12:03:15,86
2025-01-25 12:03:57,90
2025-01-25 12:04:40,91
2025-01-25 12:05:22,94
2025-01-25 12:06:06,94
2025-01-25 12:06:49,94
2025-01-25 12:07:31,94
2025-01-25 12:08:14,96
2025-01-25 12:08:56,95
2025-01-25 12:09:39,94
2025-01-25 12:10:22,94
2025-01-25 12:11:04,94
2025-01-25 12:11:47,94
2025-01-25 12:12:30,96
2025-01-25 12:13:12,97
2025-01-25 12:13:55,96
2025-01-25 12:14:37,92
2025-01-25 13:14:26,89
2025-01-25 13:15:09,89
2025-01-25 13:15:52,89
2025-01-25 13:16:34,91
2025-01-25 13:17:17,90
2025-01-25 13:17:59,88
2025-01-25 13:18:42,86
2025-01-25 13:19:24,87
2025-01-25 13:20:07,88
2025-01-25 13:20:49,85
2025-01-25 13:21:32,87
2025-01-25 13:22:14,84
2025-01-25 13:22:56,81
2025-01-25 13:23:35,82
2025-01-25 13:24:21,80
2025-01-25 13:25:04,80
2025-01-25 13:25:47,82
2025-01-25 13:26:29,82
2025-01-25 13:27:12,82
2025-01-25 13:27:55,82
2025-01-25 13:28:33,82
2025-01-25 13:29:16,82
2025-01-25 13:29:58,83
